,customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
8270,8269.0,22,56902.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000.0,7.14,7,,4,NO DEFAULT
8271,8270.0,23,56996.0,OWN,2.0,VENTURE,A,9575.0,9.63,3,,4,NO DEFAULT
8272,8271.0,22,40906.0,RENT,4.0,VENTURE,A,7500.0,9.63,2,1.0,2,NO DEFAULT
8273,8272.0,26,42000.0,RENT,0.0,DEBTCONSOLIDATION,A,7500.0,10.25,6,,4,NO DEFAULT
8274,8273.0,21,57000.0,OWN,5.0,PERSONAL,A,8000.0,10.65,1,,3,NO DEFAULT
8275,8274.0,22,57000.0,MORTGAGE,4.0,EDUCATION,A,12875.0,7.9,7,,2,NO DEFAULT
8276,8275.0,24,57000.0,MORTGAGE,0.0,MEDICAL,A,2400.0,12.69,4,,4,NO DEFAULT
8277,8276.0,23,42000.0,RENT,1.0,PERSONAL,A,7500.0,10.33,3,,4,NO DEFAULT
8278,8277.0,23,36000.0,RENT,1.0,PERSONAL,C,7500.0,12.61,3,1.0,2,DEFAULT
8279,8278.0,22,57000.0,MORTGAGE,6.0,PERSONAL,A,11425.0,9.91,7,,4,NO DEFAULT
8280,8279.0,22,42500.0,RENT,0.0,EDUCATION,A,7500.0,7.9,2,,2,NO DEFAULT
8281,8280.0,21,37260.0,RENT,1.0,HOMEIMPROVEMENT,C,7500.0,14.84,1,1.0,2,DEFAULT
8282,8281.0,25,57000.0,MORTGAGE,5.0,PERSONAL,A,13000.0,8.9,7,,2,NO DEFAULT
8283,8282.0,22,44000.0,RENT,0.0,PERSONAL,A,7500.0,8.32,2,,3,NO DEFAULT
8285,8284.0,25,51000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,C,5500.0,16.77,5,1.0,2,DEFAULT
8286,8285.0,22,57000.0,MORTGAGE,2.0,MEDICAL,B,5950.0,13.49,2,1.0,3,NO DEFAULT
8287,8286.0,25,39000.0,RENT,9.0,MEDICAL,C,7500.0,15.62,5,1.0,2,DEFAULT
8288,8287.0,26,57000.0,MORTGAGE,6.0,MEDICAL,B,9000.0,12.99,6,1.0,4,NO DEFAULT
8289,8288.0,26,57000.0,MORTGAGE,10.0,VENTURE,A,14000.0,5.42,7,,4,NO DEFAULT
8291,8290.0,24,57000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,19725.0,9.99,7,,2,NO DEFAULT
8292,8291.0,23,45000.0,RENT,5.0,EDUCATION,C,7500.0,15.37,3,1.0,4,NO DEFAULT
8294,8293.0,24,57000.0,MORTGAGE,8.0,EDUCATION,A,6000.0,5.99,4,,3,NO DEFAULT
8295,8294.0,26,57000.0,MORTGAGE,4.0,EDUCATION,B,12000.0,13.49,7,1.0,2,NO DEFAULT
8296,8295.0,22,57000.0,MORTGAGE,1.0,VENTURE,A,3200.0,5.99,2,,4,NO DEFAULT
8297,8296.0,26,45450.0,RENT,2.0,MEDICAL,A,7500.0,11.14,6,,3,NO DEFAULT
8299,8298.0,23,57000.0,MORTGAGE,0.0,VENTURE,A,20000.0,11.99,7,,2,NO DEFAULT
8300,8299.0,26,46800.0,RENT,6.0,DEBTCONSOLIDATION,A,7500.0,9.99,6,,3,NO DEFAULT
8301,8300.0,21,47500.0,RENT,2.0,DEBTCONSOLIDATION,A,7500.0,10.99,1,1.0,2,NO DEFAULT
8302,8301.0,23,57000.0,MORTGAGE,7.0,PERSONAL,A,9250.0,5.99,3,,4,NO DEFAULT
8303,8302.0,25,57000.0,OWN,9.0,MEDICAL,A,12000.0,10.59,7,,3,NO DEFAULT
8304,8303.0,23,48000.0,RENT,4.0,MEDICAL,A,7500.0,5.79,3,,4,NO DEFAULT
8305,8304.0,22,42000.0,RENT,7.0,DEBTCONSOLIDATION,D,7500.0,17.04,2,0.0,2,DEFAULT
8306,8305.0,25,48000.0,RENT,9.0,DEBTCONSOLIDATION,B,7500.0,12.53,5,,3,NO DEFAULT
8307,8306.0,23,57000.0,MORTGAGE,1.0,MEDICAL,B,4200.0,12.68,3,1.0,4,NO DEFAULT
8308,8307.0,24,57000.0,MORTGAGE,5.0,EDUCATION,A,8000.0,5.42,4,,3,NO DEFAULT
8309,8308.0,24,57000.0,MORTGAGE,8.0,VENTURE,C,14000.0,14.91,7,,4,NO DEFAULT
8310,8309.0,23,57000.0,MORTGAGE,5.0,VENTURE,A,18000.0,11.11,7,,2,NO DEFAULT
8313,8312.0,22,49000.0,RENT,7.0,PERSONAL,A,7500.0,6.62,2,,3,NO DEFAULT
8314,8313.0,25,57000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,C,11200.0,14.46,7,1.0,4,NO DEFAULT
8315,8314.0,22,43000.0,RENT,1.0,VENTURE,C,7500.0,14.96,2,0.0,3,DEFAULT
8316,8315.0,21,44000.0,RENT,5.0,MEDICAL,A,7500.0,7.9,1,0.0,3,DEFAULT
8317,8316.0,25,50000.0,RENT,3.0,PERSONAL,A,7500.0,10.99,5,,2,NO DEFAULT
8318,8317.0,23,57000.0,MORTGAGE,6.0,EDUCATION,C,17500.0,14.09,7,1.0,3,NO DEFAULT
8319,8318.0,26,44000.0,RENT,0.0,HOMEIMPROVEMENT,D,7500.0,16.4,6,0.0,3,DEFAULT
8320,8319.0,22,50000.0,RENT,1.0,MEDICAL,A,7500.0,8.94,2,,3,NO DEFAULT
8321,8320.0,25,44000.0,RENT,7.0,MEDICAL,B,7500.0,13.92,5,0.0,3,DEFAULT
8322,8321.0,23,44000.0,RENT,0.0,VENTURE,D,7500.0,16.0,3,0.0,4,DEFAULT
8323,8322.0,22,51000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000.0,11.86,7,0.0,3,DEFAULT
8324,8323.0,24,50000.0,RENT,2.0,HOMEIMPROVEMENT,A,7500.0,10.01,4,,3,NO DEFAULT
8325,8324.0,22,57000.0,MORTGAGE,6.0,EDUCATION,A,7000.0,7.14,2,,3,NO DEFAULT
8326,8325.0,25,57000.0,OWN,5.0,PERSONAL,B,12000.0,13.23,7,,3,NO DEFAULT
8327,8326.0,22,50000.0,RENT,1.0,PERSONAL,A,7500.0,8.32,2,,4,NO DEFAULT
8328,8327.0,26,51000.0,MORTGAGE,5.0,MEDICAL,C,7000.0,15.21,6,0.0,4,DEFAULT
8329,8328.0,22,57000.0,MORTGAGE,5.0,PERSONAL,A,7500.0,11.86,2,,3,NO DEFAULT
8330,8329.0,22,44400.0,RENT,4.0,DEBTCONSOLIDATION,A,7500.0,8.49,2,0.0,4,DEFAULT
8331,8330.0,22,57000.0,MORTGAGE,5.0,PERSONAL,A,7500.0,10.25,2,,2,NO DEFAULT
8332,8331.0,22,50663.0,RENT,0.0,DEBTCONSOLIDATION,B,7500.0,13.22,2,,3,NO DEFAULT
8333,8332.0,26,51000.0,MORTGAGE,10.0,MEDICAL,C,13000.0,15.33,7,1.0,3,DEFAULT
8334,8333.0,22,51000.0,RENT,6.0,PERSONAL,A,7500.0,5.99,2,,2,NO DEFAULT
8335,8334.0,22,57000.0,MORTGAGE,6.0,EDUCATION,A,11400.0,12.53,7,,3,NO DEFAULT
8337,8336.0,23,52000.0,RENT,7.0,VENTURE,A,7500.0,10.38,3,,2,NO DEFAULT
8338,8337.0,25,53000.0,RENT,0.0,EDUCATION,A,7500.0,10.39,5,,4,NO DEFAULT
8339,8338.0,24,55000.0,RENT,0.0,EDUCATION,A,7500.0,6.03,4,,3,NO DEFAULT
8341,8340.0,22,55000.0,RENT,6.0,DEBTCONSOLIDATION,A,7500.0,6.03,2,,2,NO DEFAULT
8342,8341.0,26,57000.0,MORTGAGE,10.0,VENTURE,A,2500.0,11.58,6,,3,NO DEFAULT
8343,8342.0,24,57000.0,OWN,8.0,EDUCATION,A,9000.0,8.0,4,,4,NO DEFAULT
8344,8343.0,21,55000.0,RENT,1.0,EDUCATION,A,7500.0,7.88,1,,2,NO DEFAULT
8345,8344.0,24,57000.0,MORTGAGE,3.0,VENTURE,A,5500.0,8.0,4,,3,NO DEFAULT
8346,8345.0,23,57000.0,OWN,7.0,EDUCATION,A,4200.0,10.51,3,,3,NO DEFAULT
8347,8346.0,24,55000.0,RENT,1.0,HOMEIMPROVEMENT,A,7500.0,12.53,4,,2,NO DEFAULT
8348,8347.0,25,57000.0,OWN,4.0,MEDICAL,A,900.0,8.63,5,,4,NO DEFAULT
8349,8348.0,22,57000.0,MORTGAGE,6.0,EDUCATION,A,25000.0,9.01,7,,2,NO DEFAULT
8350,8349.0,25,57000.0,MORTGAGE,5.0,VENTURE,B,7250.0,10.59,5,,4,NO DEFAULT
8351,8350.0,26,57006.0,MORTGAGE,10.0,DEBTCONSOLIDATION,A,6000.0,6.17,6,,2,NO DEFAULT
8352,8351.0,23,57000.0,RENT,8.0,EDUCATION,B,7500.0,11.97,3,,4,NO DEFAULT
8353,8352.0,23,57600.0,RENT,5.0,MEDICAL,B,7500.0,13.85,3,,3,NO DEFAULT
8354,8353.0,26,57068.0,OWN,2.0,VENTURE,B,1600.0,15.23,6,1.0,4,NO DEFAULT
8357,8356.0,23,57188.0,MORTGAGE,7.0,VENTURE,A,17450.0,6.62,7,,3,NO DEFAULT
8358,8357.0,21,57192.0,MORTGAGE,0.0,MEDICAL,A,8000.0,7.49,1,,3,NO DEFAULT
8359,8358.0,23,59000.0,RENT,7.0,EDUCATION,A,7500.0,6.54,3,,2,NO DEFAULT
8360,8359.0,25,53000.0,RENT,3.0,MEDICAL,C,7500.0,12.92,5,0.0,4,DEFAULT
8361,8360.0,21,57200.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000.0,6.03,1,,2,NO DEFAULT
8362,8361.0,22,57200.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500.0,7.51,2,,3,NO DEFAULT
8363,8362.0,25,57200.0,MORTGAGE,1.0,EDUCATION,A,2400.0,7.49,5,,2,NO DEFAULT
8364,8363.0,22,57200.0,MORTGAGE,4.0,EDUCATION,A,7000.0,7.51,2,,2,NO DEFAULT
8365,8364.0,25,60000.0,RENT,6.0,MEDICAL,B,7500.0,14.27,5,1.0,2,NO DEFAULT
8366,8365.0,22,57204.0,MORTGAGE,6.0,EDUCATION,C,9000.0,15.58,2,1.0,3,NO DEFAULT
8367,8366.0,22,60000.0,RENT,6.0,MEDICAL,A,7500.0,9.99,2,,3,NO DEFAULT
8368,8367.0,23,60000.0,RENT,4.0,PERSONAL,A,7500.0,7.66,3,,2,NO DEFAULT
8369,8368.0,25,57400.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8475.0,6.99,5,,2,NO DEFAULT
8370,8369.0,22,57400.0,MORTGAGE,0.0,EDUCATION,A,10500.0,7.75,7,,3,NO DEFAULT
8371,8370.0,24,57431.0,MORTGAGE,8.0,PERSONAL,A,4000.0,6.76,4,,3,NO DEFAULT
8372,8371.0,22,60000.0,RENT,3.0,PERSONAL,A,7500.0,6.17,2,,3,NO DEFAULT
8374,8373.0,23,57468.0,MORTGAGE,8.0,EDUCATION,A,14075.0,9.91,7,,2,NO DEFAULT
8375,8374.0,23,60000.0,RENT,8.0,VENTURE,A,7500.0,9.07,3,,2,NO DEFAULT
8376,8375.0,21,57500.0,MORTGAGE,6.0,VENTURE,A,4000.0,7.9,1,,3,NO DEFAULT
8377,8376.0,22,60000.0,RENT,6.0,EDUCATION,B,7500.0,11.34,2,1.0,4,NO DEFAULT
8378,8377.0,21,61000.0,RENT,3.0,EDUCATION,A,7500.0,10.39,1,,2,NO DEFAULT
8379,8378.0,26,64000.0,RENT,8.0,DEBTCONSOLIDATION,A,7500.0,9.83,6,,3,NO DEFAULT
8381,8380.0,26,57500.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7750.0,6.76,6,,3,NO DEFAULT
8382,8381.0,25,51500.0,OTHER,1.0,MEDICAL,C,13000.0,16.07,7,0.0,2,DEFAULT
8383,8382.0,26,66000.0,RENT,2.0,EDUCATION,A,7500.0,6.62,6,,2,NO DEFAULT
8384,8383.0,25,67000.0,RENT,7.0,MEDICAL,A,7500.0,12.18,5,,4,NO DEFAULT
8385,8384.0,23,57504.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9000.0,6.54,3,,3,NO DEFAULT
8386,8385.0,23,57504.0,MORTGAGE,7.0,PERSONAL,A,10000.0,8.59,3,,2,NO DEFAULT
8388,8387.0,22,57564.0,MORTGAGE,6.0,MEDICAL,A,21000.0,11.48,7,,3,NO DEFAULT
8389,8388.0,22,67500.0,RENT,1.0,VENTURE,A,7500.0,9.76,2,,2,NO DEFAULT
8390,8389.0,24,68000.0,RENT,0.0,PERSONAL,A,7500.0,11.99,4,,2,NO DEFAULT
8391,8390.0,23,68000.0,RENT,1.0,EDUCATION,A,7500.0,11.49,3,,3,NO DEFAULT
8392,8391.0,24,57600.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10500.0,6.62,7,,3,NO DEFAULT
8393,8392.0,26,57600.0,MORTGAGE,10.0,MEDICAL,A,1800.0,12.42,6,,3,NO DEFAULT
8395,8394.0,22,57600.0,OWN,6.0,VENTURE,A,6500.0,7.49,2,,3,NO DEFAULT
8397,8396.0,23,51600.0,MORTGAGE,1.0,PERSONAL,A,4800.0,10.99,3,0.0,3,DEFAULT
8399,8398.0,23,62844.0,RENT,7.0,HOMEIMPROVEMENT,B,7500.0,11.97,3,0.0,4,DEFAULT
8400,8399.0,22,57600.0,MORTGAGE,6.0,VENTURE,A,6000.0,10.74,2,,3,NO DEFAULT
8402,8401.0,24,69996.0,RENT,5.0,VENTURE,A,7500.0,7.49,4,,2,NO DEFAULT
8403,8402.0,23,64000.0,RENT,0.0,HOMEIMPROVEMENT,C,7500.0,13.55,3,0.0,3,DEFAULT
8404,8403.0,22,57600.0,MORTGAGE,1.0,PERSONAL,A,6000.0,10.0,2,,2,NO DEFAULT
8406,8405.0,23,57600.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000.0,5.42,3,,2,NO DEFAULT
8407,8406.0,23,57600.0,MORTGAGE,7.0,PERSONAL,A,5000.0,5.79,3,,3,NO DEFAULT
8408,8407.0,21,72000.0,RENT,1.0,EDUCATION,B,7500.0,13.22,1,,3,NO DEFAULT
8410,8409.0,22,72000.0,RENT,3.0,EDUCATION,B,7500.0,11.41,2,,3,NO DEFAULT
8411,8410.0,23,75000.0,RENT,8.0,EDUCATION,B,7500.0,13.48,3,1.0,3,NO DEFAULT
8412,8411.0,23,75000.0,RENT,4.0,EDUCATION,A,7500.0,11.83,3,,2,NO DEFAULT
8413,8412.0,25,57600.0,MORTGAGE,4.0,PERSONAL,A,7000.0,7.88,5,,3,NO DEFAULT
8414,8413.0,23,57600.0,MORTGAGE,7.0,EDUCATION,B,10000.0,13.11,3,,3,NO DEFAULT
8415,8414.0,25,58650.0,RENT,5.0,MEDICAL,C,7500.0,15.37,5,0.0,4,DEFAULT
8416,8415.0,24,79992.0,RENT,0.0,DEBTCONSOLIDATION,A,7500.0,10.71,4,,4,NO DEFAULT
8418,8417.0,23,57664.0,MORTGAGE,4.0,EDUCATION,A,10000.0,6.62,3,,4,NO DEFAULT
8419,8418.0,25,74004.0,RENT,2.0,DEBTCONSOLIDATION,C,7500.0,12.61,5,1.0,4,DEFAULT
8420,8419.0,23,57700.0,MORTGAGE,7.0,PERSONAL,A,3500.0,10.65,3,,4,NO DEFAULT
8421,8420.0,21,57700.0,MORTGAGE,5.0,VENTURE,A,13500.0,9.91,7,,2,NO DEFAULT
8423,8422.0,22,76500.0,RENT,0.0,HOMEIMPROVEMENT,C,7500.0,13.24,2,1.0,4,DEFAULT
8424,8423.0,23,57738.0,MORTGAGE,7.0,EDUCATION,A,7000.0,7.14,3,,4,NO DEFAULT
8425,8424.0,23,57744.0,MORTGAGE,7.0,PERSONAL,A,2500.0,10.37,3,,2,NO DEFAULT
8426,8425.0,23,87000.0,RENT,1.0,DEBTCONSOLIDATION,A,7500.0,10.33,3,,2,NO DEFAULT
8427,8426.0,23,90000.0,RENT,5.0,VENTURE,C,7500.0,15.58,3,1.0,3,NO DEFAULT
8428,8427.0,22,66300.0,RENT,3.0,MEDICAL,C,7500.0,14.96,2,0.0,2,DEFAULT
8429,8428.0,23,90000.0,RENT,7.0,EDUCATION,B,7500.0,11.03,3,,4,NO DEFAULT
8430,8429.0,23,57850.0,MORTGAGE,8.0,EDUCATION,A,4000.0,10.99,3,,2,NO DEFAULT
8431,8430.0,22,57860.0,MORTGAGE,1.0,EDUCATION,B,20000.0,11.41,7,,3,NO DEFAULT
8432,8431.0,22,57900.0,MORTGAGE,3.0,EDUCATION,A,4850.0,8.49,2,,2,NO DEFAULT
8433,8432.0,24,79500.0,RENT,2.0,VENTURE,C,7500.0,16.89,4,0.0,4,DEFAULT
8434,8433.0,22,57996.0,MORTGAGE,4.0,VENTURE,A,21250.0,6.91,7,,4,NO DEFAULT
8435,8434.0,24,100300.0,RENT,3.0,MEDICAL,A,7500.0,11.49,4,,4,NO DEFAULT
8436,8435.0,23,57996.0,MORTGAGE,5.0,EDUCATION,A,8800.0,7.51,3,,2,NO DEFAULT
8437,8436.0,23,115275.0,RENT,7.0,DEBTCONSOLIDATION,B,7500.0,11.28,3,1.0,4,NO DEFAULT
8438,8437.0,26,116600.0,RENT,2.0,HOMEIMPROVEMENT,B,7500.0,11.59,6,1.0,3,NO DEFAULT
8440,8439.0,22,57996.0,MORTGAGE,2.0,VENTURE,A,2500.0,12.53,2,,3,NO DEFAULT
8441,8440.0,26,108000.0,RENT,2.0,DEBTCONSOLIDATION,C,7500.0,16.77,6,1.0,3,DEFAULT
8442,8441.0,24,57996.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,2400.0,11.89,4,,4,NO DEFAULT
8443,8442.0,25,125000.0,RENT,3.0,HOMEIMPROVEMENT,A,7500.0,12.69,5,,4,NO DEFAULT
8444,8443.0,26,51996.0,MORTGAGE,2.0,MEDICAL,D,6500.0,15.68,6,0.0,4,DEFAULT
8446,8445.0,26,230000.0,RENT,0.0,EDUCATION,A,7500.0,8.0,6,,2,NO DEFAULT
8447,8446.0,26,58000.0,MORTGAGE,5.0,MEDICAL,A,31300.0,11.71,7,,3,NO DEFAULT
8448,8447.0,26,50000.0,RENT,3.0,EDUCATION,A,7525.0,11.49,6,,2,NO DEFAULT
8449,8448.0,24,20400.0,RENT,3.0,VENTURE,B,7550.0,14.79,4,0.0,4,DEFAULT
8450,8449.0,25,58000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200.0,11.71,5,,3,NO DEFAULT
8451,8450.0,24,58000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,15700.0,7.9,7,,3,NO DEFAULT
8452,8451.0,24,58000.0,MORTGAGE,3.0,EDUCATION,C,11000.0,16.77,7,,4,NO DEFAULT
8453,8452.0,22,70000.0,RENT,4.0,VENTURE,A,7550.0,7.51,2,,2,NO DEFAULT
8454,8453.0,26,56950.0,RENT,10.0,MEDICAL,A,7550.0,9.99,6,0.0,3,DEFAULT
8456,8455.0,25,54000.0,RENT,7.0,HOMEIMPROVEMENT,A,7575.0,6.99,5,,4,NO DEFAULT
8457,8456.0,22,58000.0,OWN,6.0,MEDICAL,A,20000.0,11.99,7,,4,NO DEFAULT
8458,8457.0,26,58000.0,MORTGAGE,0.0,VENTURE,A,11600.0,11.99,7,,3,NO DEFAULT
8459,8458.0,22,52000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,14825.0,15.62,7,0.0,3,DEFAULT
8461,8460.0,25,39000.0,RENT,3.0,MEDICAL,B,7600.0,12.84,5,0.0,3,DEFAULT
8462,8461.0,22,49000.0,RENT,0.0,EDUCATION,C,7600.0,15.62,2,0.0,4,DEFAULT
8463,8462.0,25,60000.0,RENT,1.0,HOMEIMPROVEMENT,A,7600.0,12.21,5,,4,NO DEFAULT
8464,8463.0,26,67000.0,RENT,2.0,VENTURE,A,7600.0,10.0,6,,4,NO DEFAULT
8465,8464.0,24,58000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000.0,6.99,4,,4,NO DEFAULT
8466,8465.0,25,61680.0,RENT,1.0,VENTURE,B,7600.0,13.23,5,0.0,4,DEFAULT
8468,8467.0,24,58000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6000.0,5.42,4,,4,NO DEFAULT
8469,8468.0,24,58000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000.0,5.42,4,,4,NO DEFAULT
8470,8469.0,21,58000.0,MORTGAGE,3.0,EDUCATION,A,4500.0,6.92,1,,4,NO DEFAULT
8471,8470.0,24,76554.0,RENT,8.0,HOMEIMPROVEMENT,C,7600.0,12.61,4,,2,NO DEFAULT
8472,8471.0,23,57000.0,RENT,5.0,VENTURE,A,7650.0,11.71,3,,4,NO DEFAULT
8473,8472.0,26,58000.0,MORTGAGE,2.0,PERSONAL,A,3000.0,6.92,6,,4,NO DEFAULT
8474,8473.0,25,65000.0,RENT,6.0,PERSONAL,C,7675.0,15.33,5,1.0,3,NO DEFAULT
8476,8475.0,24,52000.0,MORTGAGE,8.0,EDUCATION,C,5000.0,15.28,4,0.0,4,DEFAULT
8477,8476.0,25,24000.0,RENT,6.0,PERSONAL,A,7700.0,8.9,5,0.0,3,DEFAULT
8478,8477.0,24,58000.0,MORTGAGE,8.0,EDUCATION,B,8000.0,13.43,4,,4,NO DEFAULT
8479,8478.0,22,58000.0,MORTGAGE,1.0,VENTURE,A,4000.0,7.29,2,,3,NO DEFAULT
8480,8479.0,23,29772.0,RENT,3.0,PERSONAL,C,7700.0,16.77,3,1.0,4,DEFAULT
8481,8480.0,22,58000.0,OWN,6.0,EDUCATION,C,10000.0,14.83,2,,2,NO DEFAULT
8482,8481.0,22,58000.0,MORTGAGE,4.0,MEDICAL,A,11050.0,6.54,7,,4,NO DEFAULT
8483,8482.0,25,58000.0,MORTGAGE,9.0,MEDICAL,A,8500.0,7.14,5,,3,NO DEFAULT
8484,8483.0,24,96408.0,RENT,1.0,EDUCATION,B,7700.0,12.53,4,1.0,4,NO DEFAULT
8485,8484.0,22,19680.0,RENT,2.0,EDUCATION,C,7750.0,14.83,2,1.0,3,DEFAULT
8487,8486.0,24,24000.0,RENT,0.0,HOMEIMPROVEMENT,C,7750.0,17.27,4,0.0,3,DEFAULT
8488,8487.0,23,58000.0,MORTGAGE,8.0,VENTURE,B,8000.0,13.61,3,1.0,3,NO DEFAULT
8489,8488.0,26,24000.0,RENT,1.0,DEBTCONSOLIDATION,B,7750.0,14.35,6,0.0,3,DEFAULT
8490,8489.0,23,58000.0,OWN,4.0,MEDICAL,B,6400.0,13.48,3,1.0,3,NO DEFAULT
8491,8490.0,21,26000.0,RENT,2.0,MEDICAL,D,7750.0,16.7,1,1.0,2,DEFAULT
8492,8491.0,25,58000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,17500.0,13.11,7,1.0,4,NO DEFAULT
8493,8492.0,21,26000.0,RENT,4.0,EDUCATION,B,7750.0,13.16,1,1.0,3,NO DEFAULT
8494,8493.0,23,58000.0,OWN,4.0,MEDICAL,A,15000.0,10.25,7,,3,NO DEFAULT
8495,8494.0,26,58000.0,MORTGAGE,10.0,VENTURE,A,5000.0,10.62,6,,2,NO DEFAULT
8496,8495.0,23,58000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000.0,7.14,3,,2,NO DEFAULT
8497,8496.0,26,29760.0,RENT,6.0,MEDICAL,A,7750.0,9.62,6,,4,NO DEFAULT
8500,8499.0,23,29000.0,RENT,6.0,MEDICAL,C,7750.0,14.59,3,1.0,3,DEFAULT
8501,8500.0,23,58000.0,MORTGAGE,0.0,EDUCATION,A,9600.0,7.51,3,,3,NO DEFAULT
8502,8501.0,25,58000.0,MORTGAGE,9.0,MEDICAL,A,10400.0,12.18,7,,2,NO DEFAULT
8504,8503.0,23,52000.0,MORTGAGE,7.0,PERSONAL,A,5000.0,11.48,3,0.0,2,DEFAULT
8505,8504.0,22,48000.0,RENT,1.0,PERSONAL,A,7750.0,7.74,2,,2,NO DEFAULT
8506,8505.0,25,49000.0,RENT,2.0,MEDICAL,A,7750.0,9.63,5,,4,NO DEFAULT
8507,8506.0,25,100000.0,RENT,9.0,PERSONAL,A,7750.0,9.99,5,0.0,4,DEFAULT
8508,8507.0,24,58000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2200.0,7.4,4,,3,NO DEFAULT
8509,8508.0,22,33000.0,RENT,5.0,DEBTCONSOLIDATION,A,7800.0,10.99,2,,3,NO DEFAULT
8510,8509.0,24,58000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3500.0,7.68,4,,2,NO DEFAULT
8511,8510.0,23,33000.0,RENT,0.0,PERSONAL,A,7800.0,10.95,3,0.0,2,DEFAULT
8512,8511.0,24,33600.0,RENT,1.0,PERSONAL,C,7800.0,16.49,4,0.0,4,DEFAULT
8513,8512.0,25,58000.0,MORTGAGE,4.0,MEDICAL,A,17000.0,10.95,7,,4,NO DEFAULT
8514,8513.0,22,58000.0,OWN,5.0,EDUCATION,B,4500.0,13.16,2,,2,NO DEFAULT
8515,8514.0,21,34000.0,RENT,5.0,DEBTCONSOLIDATION,B,7800.0,13.79,1,0.0,2,DEFAULT
8516,8515.0,26,36000.0,RENT,3.0,VENTURE,B,7800.0,14.27,6,,2,NO DEFAULT
8517,8516.0,23,58000.0,OTHER,0.0,VENTURE,A,16000.0,12.21,7,,4,NO DEFAULT
8518,8517.0,22,58000.0,OTHER,3.0,DEBTCONSOLIDATION,B,15000.0,13.79,7,1.0,4,NO DEFAULT
8519,8518.0,26,38000.0,RENT,6.0,VENTURE,A,7800.0,12.53,6,,4,NO DEFAULT
8520,8519.0,26,58000.0,MORTGAGE,5.0,MEDICAL,B,12000.0,13.16,7,1.0,4,NO DEFAULT
8522,8521.0,25,58000.0,MORTGAGE,2.0,PERSONAL,C,2750.0,12.86,5,1.0,4,NO DEFAULT
8523,8522.0,25,58000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,C,10000.0,13.24,5,,4,NO DEFAULT
8524,8523.0,22,52000.0,MORTGAGE,6.0,EDUCATION,C,10000.0,13.87,2,1.0,2,DEFAULT
8525,8524.0,25,43000.0,RENT,2.0,VENTURE,A,7800.0,7.14,5,,3,NO DEFAULT
8526,8525.0,25,58000.0,MORTGAGE,5.0,EDUCATION,A,3150.0,6.17,5,,4,NO DEFAULT
8527,8526.0,26,43000.0,RENT,5.0,MEDICAL,A,7800.0,7.88,6,,2,NO DEFAULT
8528,8527.0,23,43955.0,RENT,7.0,EDUCATION,C,7800.0,15.62,3,,3,NO DEFAULT
8529,8528.0,23,45000.0,RENT,0.0,DEBTCONSOLIDATION,A,7800.0,12.69,3,,4,NO DEFAULT
8530,8529.0,24,45000.0,RENT,3.0,PERSONAL,A,7800.0,7.51,4,,3,NO DEFAULT
8531,8530.0,24,54000.0,RENT,2.0,DEBTCONSOLIDATION,A,7800.0,7.9,4,,4,NO DEFAULT
8532,8531.0,26,58125.0,MORTGAGE,10.0,VENTURE,A,6000.0,10.25,6,,2,NO DEFAULT
8533,8532.0,24,49000.0,RENT,2.0,VENTURE,C,7800.0,15.62,4,0.0,2,DEFAULT
8534,8533.0,25,59000.0,RENT,2.0,VENTURE,A,7800.0,12.21,5,,2,NO DEFAULT
8535,8534.0,22,60000.0,RENT,6.0,VENTURE,C,7800.0,15.21,2,,4,NO DEFAULT
8536,8535.0,22,58200.0,MORTGAGE,1.0,EDUCATION,B,10000.0,12.53,2,,2,NO DEFAULT
8538,8537.0,23,59004.0,RENT,1.0,DEBTCONSOLIDATION,C,7800.0,15.99,3,1.0,3,DEFAULT
